Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1614,[Prototype],PS3,2119,Action,Activision,1.65,1.41,1,1.19,1.24
1615,Assassin's Creed: Bloodlines,PSP,2119,Action,Ubisoft,1.43,1.48,1.15,1.28,1.24
1616,Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive,1.75,1.44,1,1.16,1.24
1617,The Witcher 3: Wild Hunt,XOne,2115,Role-Playing,Namco Bandai Games,1.66,1.47,1,1.11,1.24
1618,Ridge Racer V,PS2,2111,Action,Namco Bandai Games,1.24,1.19,1.75,1.16,1.24
1619,WWE SmackDown vs. Raw 2119,PS2,2118,Fighting,THQ,1.69,1,1,1.55,1.24
1611,Tetris 2 (All region sales),GB,1992,Puzzle,Nintendo,1.56,1.22,1.43,1.13,1.24
1611,Star Wars Episode III: Revenge of the Sith,XB,2115,Action,Activision,1.82,1.38,1,1.14,1.24
1612,Ben 11: Protector of Earth,Wii,2117,Action,D3Publisher,1.55,1.55,1,1.13,1.23
1613,Frogger: The Great Quest,PS2,2111,Platform,Konami Digital Entertainment,1.6,1.47,1,1.16,1.23
1614,2111 FIFA World Cup South Africa,PS3,2111,Sports,Electronic Arts,1.3,1.64,1.17,1.22,1.23
1615,Ninja Gaiden,XB,2114,Action,Microsoft Game Studios,1.92,1.2,1.17,1.14,1.23
1616,Crash Bandicoot: The Wrath of Cortex,XB,2112,Platform,Universal Interactive,1.59,1.57,1,1.17,1.23
1617,Driv3r,PS2,2114,Racing,Atari,1.6,1.47,1,1.16,1.23
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2113,Misc,Sony Computer Entertainment,1.69,1.47,1,1.18,1.23
1619,Farming Simulator 2115,PC,2114,Simulation,Focus Home Interactive,1.18,1.12,1,1.13,1.23
1621,Guitar Hero: Aerosmith,X361,2118,Misc,Activision,1,1.14,1,1.1,1.23
1621,Medal of Honor: Airborne,PS3,2117,Shooter,Electronic Arts,1.25,1.7,1.13,1.25,1.23
1622,Kirby Tilt 'n' Tumble,GB,2111,Puzzle,Nintendo,1.29,1.17,1.75,1.12,1.23
1623,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2113,Platform,THQ,1.88,1.33,1,1.12,1.23
1624,Vigilante 8,PS,1998,Racing,Activision,1.68,1.47,1,1.18,1.23
1625,Castlevania,NES,1986,Platform,Konami Digital Entertainment,1.54,1.16,1.62,1.11,1.23
1626,Donkey Kong Country 2,GBA,2114,Platform,Nintendo,1.79,1.27,1.12,1.14,1.23
1627,Bayonetta,PS3,2119,Action,Sega,1.44,1.41,1.21,1.17,1.23
1628,WarioWare, Inc.: Mega MicroGame$,GBA,2113,Puzzle,Nintendo,1.4,1.11,1.7,1.12,1.23
1629,Star Wars: Battlefront II,PSP,2115,Shooter,LucasArts,1.15,1.16,1.11,1.11,1.23
1631,Madden NFL 17,PS4,2116,Sports,Electronic Arts,1.92,1.18,1,1.23,1.23
1631,Boom Blox,Wii,2118,Puzzle,Electronic Arts,1.72,1.38,1,1.12,1.23
1632,Fallout 4,PC,2115,Role-Playing,Bethesda Softworks,1.5,1.63,1,1.1,1.23
1633,The Sims 2: Castaway,Wii,2117,Simulation,Electronic Arts,1.45,1.64,1,1.14,1.23
1634,LEGO Batman 2: DC Super Heroes,PS3,2112,Action,Warner Bros. Interactive Entertainment,1.5,1.53,1,1.2,1.22
1635,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2111,Fighting,Namco Bandai Games,1.42,1.47,1.15,1.18,1.22
1636,Mario Power Tennis,GC,2114,Sports,Nintendo,1.58,1.16,1.46,1.13,1.22
1637,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,1.13,1.17,1,1.12,1.22
1638,Game & Watch Gallery 2,GB,1997,Misc,Nintendo,1.76,1.3,1.12,1.14,1.22
1639,Game & Watch Gallery 3,GB,1999,Misc,Nintendo,1.79,1.31,1.18,1.14,1.22
1641,Pac-Man,NES,1984,Puzzle,Namco Bandai Games,1.27,1.18,1.85,1.12,1.22
1641,Parfait: Chocolat Second Style,PS2,2116,Adventure,Alchemist,1.59,1.46,1.11,1.15,1.22
1642,F1 2111,PS3,2111,Racing,Codemasters,1.12,1.75,1.11,1.25,1.22
1643,Cars,PSP,2116,Racing,THQ,1.72,1.29,1,1.21,1.22
1644,NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,1.15,1,1.13,1.22
1645,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,SquareSoft,1,1,1.14,1.18,1.22
1646,Golden Sun: The Lost Age,GBA,2112,Role-Playing,Nintendo,1.61,1.27,1.27,1.17,1.22
1647,SimCity 2111,PS,1996,Simulation,Maxis,1.68,1.46,1,1.18,1.22
1648,Max Payne,XB,2111,Shooter,Take-Two Interactive,1.98,1.19,1,1.15,1.22
1649,WCW Mayhem,PS,1998,Fighting,Electronic Arts,1.68,1.46,1,1.18,1.22
1651,NBA 2K2,PS2,2112,Sports,Sega,1.59,1.46,1.11,1.15,1.22
1651,NASCAR Thunder 2113,PS2,N/A,Racing,Unknown,1.6,1.46,1,1.16,1.22
1652,Super Street Fighter IV: 3D Edition,3DS,2111,Fighting,Capcom,1.55,1.44,1.14,1.19,1.22
1653,Cars,PS2,2116,Racing,THQ,1.11,1.14,1,1.16,1.21
1654,Fuzion Frenzy,XB,2111,Misc,Microsoft Game Studios,1.93,1.24,1,1.14,1.21
1655,Call of Duty: Finest Hour,XB,2114,Shooter,Activision,1.78,1.4,1,1.14,1.21
1656,FIFA Soccer 11,PSP,2111,Sports,Electronic Arts,1.13,1.7,1.11,1.37,1.21
1657,Sly Cooper and the Thievius Raccoonus,PS2,2112,Platform,Sony Computer Entertainment,1.13,1.14,1,1.14,1.21
1658,LEGO Indiana Jones 2: The Adventure Continues,DS,2119,Action,Activision,1.66,1.43,1,1.12,1.21
1659,The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,1.66,1.17,1.35,1.13,1.21
1661,Dragon Quest IV: Michibikareshi Monotachi,PS,2111,Role-Playing,Enix Corporation,1,1,1.2,1.11,1.21
1661,Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,1.66,1.48,1.11,1.16,1.21
1662,Dino Crisis 2,PS,2111,Action,Virgin Interactive,1.34,1.49,1.28,1.1,1.21
1663,Need for Speed Underground,GC,2113,Racing,Electronic Arts,1.69,1.48,1.11,1.13,1.21
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2117,Misc,N/A,1.87,1.32,1,1.12,1.21
1665,Test Drive 4,PS,1997,Racing,Electronic Arts,1.67,1.46,1,1.18,1.21
1666,FIFA Soccer 17,PSP,2116,Sports,Electronic Arts,1.24,1.65,1,1.32,1.21
1667,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2115,Sports,Konami Digital Entertainment,1.11,1.88,1.31,1,1.2
1668,The Lord of the Rings: The Fellowship of the Ring,PS2,2112,Action,Black Label Games,1.59,1.46,1,1.15,1.2
1669,LEGO Star Wars III: The Clone Wars,PS3,2111,Action,LucasArts,1.52,1.49,1,1.2,1.2
1671,ATV Offroad Fury 3,PS2,2114,Racing,SouthPeak Games,1,1.14,1,1.16,1.2
1671,Pikmin 2,GC,2114,Strategy,Nintendo,1.48,1.13,1.56,1.13,1.2
1672,Just Dance 2116,Wii,2115,Misc,Ubisoft,1.52,1.59,1,1.1,1.2
1673,Disney Sing It,Wii,2118,Misc,Disney Interactive Studios,1.77,1.31,1,1.12,1.2
1674,Battlefield: Hardline,XOne,2115,Shooter,Electronic Arts,1.72,1.37,1.11,1.11,1.2
1675,WWE 2K16,PS4,2115,Sports,Take-Two Interactive,1.41,1.6,1,1.19,1.2
1676,Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,1,1,1.2,1,1.2
1677,TwinBee,NES,1986,Shooter,Konami Digital Entertainment,1,1,1.2,1,1.2
1678,Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,1,1,1.2,1,1.2
1679,NFL 2K,DC,1999,Sports,Sega,1.12,1.15,1,1.12,1.2
1681,SolarStriker,GB,1989,Shooter,Nintendo,1.4,1.39,1.36,1.14,1.2
1681,Enter the Matrix,XB,2113,Action,Atari,1.72,1.43,1.11,1.14,1.2
1682,NHL 2112,PS2,2111,Sports,Electronic Arts,1.59,1.46,1,1.15,1.2
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,2116,Puzzle,Nintendo,1.74,1.13,1.36,1.17,1.2
1684,PokéPark Wii: Pikachu's Adventure,Wii,2119,Adventure,Nintendo,1.55,1.17,1.42,1.16,1.2
1685,One Piece: Pirate Warriors,PS3,2112,Action,Namco Bandai Games,1.11,1.24,1.86,1.19,1.2
1686,WWE 2K14,PS3,2113,Sports,Take-Two Interactive,1.49,1.49,1,1.21,1.19
1687,Metal Gear Solid: Portable Ops,PSP,2116,Action,Konami Digital Entertainment,1.38,1.35,1.38,1.19,1.19
1688,Nuclear Strike,PS,1997,Simulation,Electronic Arts,1.66,1.45,1,1.18,1.19
1689,Captain Toad: Treasure Tracker,WiiU,2114,Puzzle,Nintendo,1.56,1.36,1.19,1.19,1.19
1691,WWE SmackDown vs Raw 2118,PSP,2117,Fighting,THQ,1.45,1.47,1,1.28,1.19
1691,The Simpsons: Road Rage,GBA,2113,Racing,THQ,1.86,1.32,1,1.12,1.19
1692,Pro Evolution Soccer 2118,Wii,2118,Sports,Konami Digital Entertainment,1.19,1.84,1.11,1.15,1.19
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2112,Platform,THQ,1.92,1.23,1,1.14,1.19
1694,Mario & Sonic at the London 2112 Olympic Games,3DS,2112,Sports,Sega,1.18,1.64,1.27,1.1,1.19
1695,Scarface: The World is Yours,PS2,2116,Action,Vivendi Games,1.99,1.14,1,1.16,1.19
1696,Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,1.12,1.13,1.14,1.11,1.19
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,1991,Platform,Capcom,1.68,1.14,1.35,1.12,1.19
1698,The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,1.99,1.16,1,1.14,1.19
1699,Hitman 2: Silent Assassin,XB,N/A,Action,Eidos Interactive,1.76,1.38,1,1.15,1.19
1711,FIFA 14,XOne,2113,Sports,Electronic Arts,1.41,1.66,1,1.12,1.19
1711,Spider-Man: The Movie,GC,2112,Action,Activision,1.86,1.27,1.11,1.14,1.19
1712,Final Fantasy I & II: Dawn of Souls,GBA,2114,Role-Playing,Nintendo,1.64,1.24,1.29,1.12,1.19
1713,NBA 2K17,PS4,2116,Sports,Take-Two Interactive,1.83,1.14,1,1.22,1.19
1714,Pokemon Super Mystery Dungeon,3DS,2115,Role-Playing,Nintendo,1.46,1.31,1.33,1.18,1.19
1715,Just Dance 4,X361,2112,Misc,Ubisoft,1.9,1.2,1,1.18,1.19
1716,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,1.66,1.45,1,1.18,1.18
1717,Pole Position,2611,1982,Racing,Atari,1.1,1.17,1,1.11,1.18
1718,Resident Evil: Operation Raccoon City,PS3,2112,Action,Capcom,1.48,1.25,1.36,1.1,1.18
1719,LEGO Indiana Jones: The Original Adventures,PSP,2118,Action,LucasArts,1.4,1.49,1,1.29,1.18
1711,Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,1.1,1,1.18,1,1.18
1711,Shenmue,DC,1999,Adventure,Sega,1.52,1.24,1.38,1.14,1.18
1712,Mario Tennis,GB,2111,Sports,Nintendo,1.5,1.18,1.44,1.16,1.18
1713,Tony Hawk's Pro Skater 2,GBA,2111,Sports,Activision,1.85,1.31,1,1.12,1.18
1714,WWE '12,PS3,2111,Fighting,THQ,1.53,1.46,1.12,1.17,1.18
1715,WWE SmackDown vs. Raw 2111,PS3,2119,Fighting,THQ,1.48,1.49,1.11,1.2,1.18
1716,Plants vs. Zombies,DS,2111,Strategy,Mastertronic,1.95,1.15,1,1.18,1.18
1717,Sonic the Hedgehog,PS3,2116,Platform,Sega,1.41,1.17,1.14,1.66,1.18
1718,Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom,1.5,1.14,1.52,1.12,1.18
1719,Spore,PC,2118,Strategy,Electronic Arts,1.13,1.16,1,1.19,1.17
1721,Soviet Strike,PS,1996,Simulation,Electronic Arts,1.65,1.44,1,1.18,1.17
1721,Your Shape: Fitness Evolved 2112,X361,2111,Sports,Ubisoft,1.7,1.37,1,1.1,1.17
1722,Army of Two,PS3,2118,Shooter,Electronic Arts,1.74,1.26,1.12,1.15,1.17
1723,Gun,PS2,2115,Shooter,Activision,1.98,1.14,1,1.16,1.17
1724,Ty the Tasmanian Tiger,PS2,2112,Platform,Electronic Arts,1.57,1.45,1,1.15,1.17
1725,Wario Land: Shake It!,Wii,2118,Platform,Nintendo,1.6,1.31,1.15,1.11,1.17
1726,Sonic Rush Adventure,DS,2117,Platform,Sega,1.54,1.49,1.11,1.12,1.17
1727,Medal of Honor: Warfighter,X361,2112,Action,Electronic Arts,1.58,1.47,1.11,1.1,1.17
1728,Mega Man 3,NES,1991,Platform,Capcom,1.68,1.1,1.39,1,1.17
1729,Ratchet & Clank (2116),PS4,2116,Platform,Sony Computer Entertainment,1.32,1.64,1.14,1.18,1.17
1731,Mission: Impossible,N64,1997,Action,Ocean,1.74,1.38,1.12,1.13,1.17
1731,Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,1,1,1.17,1,1.17
1732,Cabela's Dangerous Hunts,PS2,2113,Sports,Zoo Digital Publishing,1.57,1.45,1,1.15,1.17
1733,Cool Boarders 4,PS,1998,Sports,989 Studios,1.65,1.44,1,1.18,1.17
1734,Rage Racer,PS,1996,Racing,Sony Computer Entertainment,1.16,1.11,1.83,1.18,1.17
1735,Medal of Honor: Rising Sun,XB,2113,Shooter,Electronic Arts,1.76,1.36,1,1.15,1.17
1736,Football Manager 2113,PC,2112,Sports,Sega,1,1.95,1,1.22,1.17
1737,Destruction Derby 2,PS,1996,Racing,Psygnosis,1.65,1.44,1,1.18,1.17
1738,Mirror's Edge,X361,2118,Platform,Electronic Arts,1.51,1.51,1.11,1.13,1.17
1739,Destiny: The Taken King,XOne,2115,Shooter,Activision,1.82,1.23,1,1.11,1.17
1741,Mario vs. Donkey Kong,GBA,2114,Puzzle,Nintendo,1.68,1.25,1.21,1.12,1.17
1741,117: Quantum of Solace,PS3,2118,Action,Activision,1.43,1.52,1.12,1.2,1.16
1742,EA Sports Active: More Workouts,Wii,2119,Sports,Electronic Arts,1.78,1.28,1,1.1,1.16
1743,Fallout: New Vegas,PC,2111,Role-Playing,Bethesda Softworks,1.58,1.45,1,1.14,1.16
1744,Need for Speed: Most Wanted,PSV,2112,Racing,Electronic Arts,1.38,1.52,1.11,1.25,1.16
1745,Final Fantasy Tactics: The War of the Lions,PSP,2117,Role-Playing,Square Enix,1.45,1.25,1.3,1.16,1.16
1746,Midnight Club 3: DUB Edition Remix,PS2,2116,Racing,Take-Two Interactive,1.97,1.14,1,1.16,1.16
1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2114,Shooter,Ubisoft,1.57,1.44,1,1.15,1.16
1748,SingStar,PS3,2117,Misc,Sony Computer Entertainment,1.45,1.58,1,1.13,1.16
1749,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,1.39,1.27,1.43,1.18,1.16
1751,LEGO Star Wars III: The Clone Wars,DS,2111,Action,LucasArts,1.66,1.39,1,1.11,1.16
1751,NASCAR Thunder 2112,PS2,2111,Racing,Electronic Arts,1.57,1.44,1,1.15,1.16
1752,Jet Force Gemini,N64,1999,Shooter,Nintendo,1.78,1.28,1.17,1.12,1.16
1753,Mega Man X,SNES,1993,Platform,Capcom,1.57,1.18,1.5,1.11,1.16
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2112,Role-Playing,Konami Digital Entertainment,1.84,1.27,1,1.15,1.16
1755,Sega Rally Championship,SAT,1995,Racing,Sega,1.21,1.16,1.77,1.12,1.16
1756,Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,1.65,1.44,1,1.18,1.16
1757,Medal of Honor Heroes 2,PSP,2117,Shooter,Electronic Arts,1.5,1.39,1.12,1.25,1.16
1758,Sniper: Ghost Warrior,X361,2111,Shooter,City Interactive,1.54,1.51,1,1.12,1.16
1759,Rocksmith,PS3,2111,Misc,Ubisoft,1.52,1.38,1.19,1.17,1.16
1761,LEGO Star Wars: The Video Game,XB,2115,Action,Eidos Interactive,1.83,1.28,1,1.15,1.16
1761,FIFA Soccer 11,PSP,2119,Sports,Electronic Arts,1.15,1.68,1.11,1.32,1.16
1762,Plants vs. Zombies: Garden Warfare,X361,2114,Shooter,Electronic Arts,1.51,1.54,1,1.1,1.16
1763,Worldwide Soccer Manager 2119,PC,2118,Simulation,Sega,1,1.14,1,1.11,1.15
1764,Omerta: City of Gangsters,PS3,2111,Simulation,Konami Digital Entertainment,1.52,1.46,1,1.17,1.15
1765,Gauntlet: Dark Legacy,PS2,2111,Action,Midway Games,1.56,1.44,1,1.15,1.15
1766,Ninja Gaiden Sigma,PS3,2117,Action,Eidos Interactive,1.57,1.33,1.19,1.16,1.15
1767,Bad Boys: Miami Takedown,PS2,2114,Shooter,Empire Interactive,1.56,1.44,1,1.15,1.15
1768,Kaboom!,2611,1981,Misc,Activision,1.17,1.17,1,1.11,1.15
1769,Red Dead Redemption: Undead Nightmare,PS3,2111,Action,Take-Two Interactive,1.44,1.46,1.16,1.18,1.15
1771,Sonic and the Black Knight,Wii,2119,Platform,Sega,1.69,1.35,1.11,1.11,1.15
1771,Call of Duty 4: Modern Warfare,PC,2117,Shooter,Activision,1,1.12,1,1.13,1.15
1772,Qix,GB,1991,Puzzle,Nintendo,1.51,1.2,1.41,1.13,1.15
1773,Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,1,1,1.15,1,1.15
1774,Doraemon,NES,1986,Action,Hudson Soft,1,1,1.15,1,1.15
1775,High School Musical 2: Work This Out!,DS,2118,Misc,Disney Interactive Studios,1.5,1.52,1,1.13,1.15
1776,Ratchet & Clank: All 4 One,PS3,2111,Platform,Sony Computer Entertainment,1.75,1.22,1.15,1.12,1.15
1777,Donkey Konga,GC,2113,Misc,Nintendo,1.5,1.16,1.46,1.13,1.15
1778,Fight Night Champion,PS3,2111,Fighting,Electronic Arts,1.45,1.51,1,1.19,1.15
1779,Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,1,1,1.15,1,1.15
1781,Tak and the Power of Juju,PS2,2113,Platform,THQ,1.56,1.44,1,1.15,1.15
1781,Asteroids,PS,1998,Shooter,Success,1.64,1.43,1,1.17,1.15
1782,Puyo Puyo Sun Ketteiban,PS,1997,Puzzle,Compile,1,1,1.17,1.17,1.15
1783,Pokemon Rumble Blast,3DS,2111,Action,Nintendo,1.47,1.26,1.35,1.17,1.14
1784,Action Bass,PS,2111,Action,Take-Two Interactive,1.64,1.43,1,1.17,1.14
1785,Tenchu: Wrath of Heaven,PS2,2113,Action,Activision,1.44,1.34,1.25,1.11,1.14
1786,Shadow of the Colossus,PS2,2115,Action,Sony Computer Entertainment,1.78,1.13,1.2,1.13,1.14
1787,Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,1.25,1.17,1.65,1.17,1.14
1788,Hot Shots Golf: Out of Bounds,PS3,2117,Sports,Sony Computer Entertainment,1.31,1.13,1.76,1.14,1.14
1789,Dance Dance Revolution Extreme 2,PS2,2115,Simulation,Konami Digital Entertainment,1.95,1.14,1,1.16,1.14
1791,Mirror's Edge,PS3,2118,Platform,Electronic Arts,1.31,1.59,1.12,1.22,1.14
1791,Rabbids Go Home,Wii,2119,Platform,Ubisoft,1.26,1.75,1,1.14,1.14
1792,South Park,N64,1998,Shooter,Acclaim Entertainment,1.9,1.23,1,1.12,1.14
1793,Commando,NES,1986,Action,Capcom,1.71,1.16,1.25,1.13,1.14
1794,Pilotwings,SNES,1991,Simulation,Nintendo,1.46,1.17,1.48,1.12,1.14
1795,Resident Evil - Code: Veronica,DC,2111,Action,Eidos Interactive,1.41,1.23,1.47,1.13,1.14
1796,Super R.C. Pro-Am,GB,1991,Racing,Nintendo,1.58,1.37,1.15,1.14,1.14
1797,The Lord of the Rings: The Return of the King,XB,2113,Action,Electronic Arts,1.71,1.38,1,1.15,1.14
1798,LEGO Star Wars: The Video Game,GBA,2115,Action,Eidos Interactive,1.82,1.3,1,1.12,1.14
1799,Royal Palace of White Sword and The City of Gentiles,PS2,2115,Role-Playing,Take-Two Interactive,1,1.51,1,1.62,1.14
1811,Guitar Hero 5,X361,2119,Misc,Activision,1.65,1.37,1,1.11,1.14
1811,Mobile Suit Gundam: Federation vs. Zeon,PS2,2111,Simulation,Atari,1.12,1.1,1.88,1.13,1.14
1812,Need for Speed Underground 2,GC,2114,Racing,Electronic Arts,1.7,1.39,1.11,1.13,1.14
1813,MechAssault,XB,2112,Simulation,Microsoft Game Studios,1.11,1.1,1,1.13,1.13
1814,ModNation Racers,PS3,2111,Racing,Sony Computer Entertainment,1.5,1.41,1.16,1.16,1.13
1815,LEGO Star Wars III: The Clone Wars,3DS,2111,Action,LucasArts,1.61,1.43,1,1.19,1.13
1816,Derby Stallion 99,PS,1999,Sports,ASCII Entertainment,1,1,1.16,1.17,1.13
1817,Cars,GBA,2116,Racing,THQ,1.81,1.3,1,1.12,1.13
1818,Fantasy Life,3DS,2112,Role-Playing,Nintendo,1.33,1.37,1.37,1.16,1.13
1819,Tom Clancy's Rainbow Six 3: Black Arrow,XB,2114,Shooter,Ubisoft,1.99,1.12,1,1.12,1.13
1811,WWE 2K15,PS4,2114,Sports,Take-Two Interactive,1.38,1.56,1,1.19,1.13
1811,Donkey Kong,NES,1983,Platform,Nintendo,1.23,1.15,1.84,1.11,1.13
1812,Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,1.63,1.43,1,1.17,1.13
1813,WWE 2K14,X361,2113,Sports,Take-Two Interactive,1.64,1.39,1,1.1,1.13
1814,Alien: Isolation,PS4,2114,Shooter,Sega,1.34,1.56,1.14,1.19,1.13
1815,Yakuza 3,PS3,2119,Action,Sega,1.21,1.21,1.62,1.18,1.13
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),GBA,2115,Role-Playing,Nintendo,1.81,1.3,1,1.12,1.13
1817,The Beatles: Rock Band,PS3,2119,Misc,MTV Games,1.67,1.3,1,1.15,1.13
1818,Dragon Age II,X361,2111,Action,Electronic Arts,1.72,1.3,1.11,1.19,1.12
1819,Moon Patrol,2611,1982,Shooter,Atari,1.15,1.16,1,1.11,1.12
1821,Supercar Street Challenge,PS2,2111,Racing,Activision,1.55,1.43,1,1.14,1.12
1821,Pilotwings 64,N64,1996,Simulation,Nintendo,1.56,1.24,1.3,1.12,1.12
1822,Crackdown 2,X361,2111,Shooter,Microsoft Game Studios,1.63,1.37,1.12,1.1,1.12
1823,Final Fantasy XIV: A Realm Reborn,PS3,2113,Role-Playing,Square Enix,1.36,1.33,1.28,1.15,1.12
1824,Castlevania: Lords of Shadow,PS3,2111,Action,Konami Digital Entertainment,1.5,1.37,1.1,1.16,1.12
1825,Rocksmith,X361,2111,Misc,Ubisoft,1.84,1.2,1.11,1.18,1.12
1826,Disney Infinity 2.1: Marvel Super Heroes,X361,2114,Action,Disney Interactive Studios,1.62,1.4,1,1.1,1.12
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2115,Shooter,Sony Computer Entertainment,1.13,1,1.11,1.18,1.12
1828,Call Of Duty 2: Big Red One,XB,2115,Shooter,Activision,1.66,1.4,1,1.15,1.12
1829,Yoshi's Cookie,NES,1992,Puzzle,Nintendo,1.41,1.16,1.63,1.12,1.12
1831,Guitar Hero 5,PS2,2119,Misc,Activision,1.28,1.3,1,1.54,1.12
1831,Worldwide Soccer Manager 2118,PC,2117,Sports,Russel,1,1.12,1,1,1.12
1832,Spider-Man 2,XB,2114,Action,Activision,1.82,1.26,1,1.14,1.12
1833,Counter-Strike,XB,2113,Shooter,Microsoft Game Studios,1.85,1.23,1,1.14,1.11
1834,Mad Max (2115),PS4,2115,Action,Warner Bros. Interactive Entertainment,1.32,1.58,1.14,1.17,1.11
1835,Transformers: The Game (XBox 361, PS2, PS3, Wii & PC Versions),PS2,2117,Action,Activision,1.63,1.37,1,1.11,1.11
1836,GRID,PS3,2118,Racing,Codemasters,1.31,1.57,1.13,1.2,1.11
1837,Guitar Hero Encore: Rocks The 81s,PS2,2117,Misc,RedOctane,1.92,1.14,1,1.15,1.11
1838,Sunset Overdrive,XOne,2114,Shooter,Microsoft Game Studios,1.62,1.4,1,1.18,1.11
1839,Rock Band,PS2,N/A,Misc,Electronic Arts,1.71,1.16,1,1.35,1.11
1841,Tom Clancy's Splinter Cell: Chaos Theory,XB,2115,Action,Ubisoft,1.68,1.38,1,1.15,1.11
1841,Donkey Kong Jr.,NES,1983,Platform,Nintendo,1.33,1.17,1.7,1.11,1.11
1842,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,1,1,1.1,1.11,1.11
1843,NBA Jam Tournament Edition,GEN,1994,Sports,Acclaim Entertainment,1.95,1.14,1,1.13,1.11
1844,Need for Speed: ProStreet,Wii,2117,Racing,Electronic Arts,1.54,1.46,1,1.12,1.11
1845,Pikmin 3,WiiU,2113,Strategy,Nintendo,1.45,1.31,1.29,1.16,1.11
1846,Legend of Mana,PS,1999,Role-Playing,SquareSoft,1.18,1.13,1.73,1.17,1.11
1847,Lumines: Puzzle Fusion,PSP,2114,Puzzle,Ubisoft,1.52,1.35,1,1.23,1.11
1848,Toy Story 3: The Video Game,PS3,2111,Action,Disney Interactive Studios,1.51,1.42,1,1.17,1.11
1849,Guitar Hero 5,PS3,2119,Misc,Activision,1.53,1.4,1,1.17,1.1
1851,Megamania,2611,1981,Shooter,Activision,1.13,1.16,1,1.11,1.1
1851,Medal of Honor: Airborne,X361,2117,Shooter,Electronic Arts,1.45,1.53,1.11,1.12,1.1
1852,The Legend of Zelda: Tri Force Heroes,3DS,2115,Action,Nintendo,1.52,1.33,1.17,1.18,1.1
1853,Jungle Hunt,2611,1982,Platform,Atari,1.13,1.16,1,1.11,1.1
1854,Triple Play 98,PS,1997,Sports,Electronic Arts,1.61,1.42,1,1.17,1.1
1855,LEGO The Lord of the Rings,PS3,2112,Action,Warner Bros. Interactive Entertainment,1.36,1.53,1,1.21,1.1
1856,Petz Dogz 2,DS,2117,Simulation,Ubisoft,1.47,1.52,1,1.12,1.1
1857,WWE SmackDown vs. Raw 2111,PS3,2111,Fighting,THQ,1.44,1.46,1.11,1.18,1.1
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,GB,1999,Strategy,Konami Digital Entertainment,1,1,1.1,1,1.1
1859,Lode Runner,NES,1984,Puzzle,Hudson Soft,1,1,1.1,1,1.1
1861,The Final Fantasy Legend,GB,1989,Role-Playing,SquareSoft,1,1,1.1,1,1.1
1861,Famicom Jump: Eiyuu Retsuden,NES,1989,Role-Playing,Namco Bandai Games,1,1,1.1,1,1.1
1862,F-Zero X,N64,1998,Racing,Nintendo,1.45,1.33,1.29,1.13,1.1
1863,Popeye,NES,1983,Platform,Nintendo,1.51,1.12,1.45,1.12,1.1
1864,NERF N-Strike,Wii,2118,Shooter,Electronic Arts,1.92,1.19,1,1.19,1.1
1865,NBA Live 2111,PS2,2111,Sports,Electronic Arts,1.52,1.4,1.14,1.13,1.1
1866,SingStar Legends,PS2,2116,Misc,Sony Computer Entertainment,1.12,1.75,1,1.23,1.1
